Fiscal Year,County,Region,Alleged Victims in Repeat Investigation,Alleged Victims in Initial Investigation,Recidivism
2012,Bosque,7-Austin,15,97,0.155
2012,Brazos,7-Austin,49,334,0.147
2012,Burleson,7-Austin,13,64,0.203
2012,Burnet,7-Austin,20,148,0.135
2012,Caldwell,7-Austin,18,143,0.126
2012,Coryell,7-Austin,20,164,0.122
2012,Falls,7-Austin,14,78,0.179
2012,Fayette,7-Austin,7,78,0.09
2012,Freestone,7-Austin,7,71,0.099
2012,Grimes,7-Austin,12,93,0.129
2012,Hamilton,7-Austin,10,39,0.256
2012,Hays,7-Austin,39,260,0.15
2012,Hill,7-Austin,28,145,0.193
2012,Lampasas,7-Austin,8,80,0.1
2012,Lee,7-Austin,8,62,0.129
2012,Leon,7-Austin,5,63,0.079
2012,Limestone,7-Austin,12,99,0.121
2012,Llano,7-Austin,16,98,0.163
2012,Madison,7-Austin,8,59,0.136
2012,McLennan,7-Austin,143,954,0.15
2012,Milam,7-Austin,19,103,0.184
2012,Mills,7-Austin,3,14,0.214
2012,Robertson,7-Austin,13,77,0.169
2012,San Saba,7-Austin,3,24,0.125
2012,Travis,7-Austin,526,2963,0.178
2012,Washington,7-Austin,27,136,0.199
2012,Williamson,7-Austin,125,709,0.176
2012,Atascosa,8-San Antonio,23,164,0.14
2012,Bandera,8-San Antonio,9,91,0.099
2012,Bexar,8-San Antonio,1144,7469,0.153
2012,Calhoun,8-San Antonio,6,68,0.088
2012,Comal,8-San Antonio,51,332,0.154
2012,DeWitt,8-San Antonio,7,94,0.074
2012,Dimmit,8-San Antonio,4,31,0.129
2012,Edwards,8-San Antonio,0,7,0
2012,Frio,8-San Antonio,10,43,0.233
2012,Gillespie,8-San Antonio,8,70,0.114
2012,Goliad,8-San Antonio,4,23,0.174
2012,Gonzales,8-San Antonio,7,70,0.1
2012,Guadalupe,8-San Antonio,74,359,0.206
2012,Jackson,8-San Antonio,2,28,0.071
2012,Karnes,8-San Antonio,8,51,0.157
2012,Kendall,8-San Antonio,3,79,0.038
2012,Kerr,8-San Antonio,37,303,0.122
2012,Kinney,8-San Antonio,0,12,0
2012,La Salle,8-San Antonio,4,17,0.235
2012,Lavaca,8-San Antonio,8,58,0.138
2012,Maverick,8-San Antonio,23,158,0.146
2012,Medina,8-San Antonio,22,124,0.177
2012,Real,8-San Antonio,3,13,0.231
2012,Uvalde,8-San Antonio,20,105,0.19
2012,Val Verde,8-San Antonio,37,225,0.164
2012,Victoria,8-San Antonio,42,334,0.126
2012,Wilson,8-San Antonio,7,85,0.082
2012,Zavala,8-San Antonio,7,37,0.189
2012,Andrews,9-Midland,3,28,0.107
2012,Borden,9-Midland,0,2,0
2012,Coke,9-Midland,4,20,0.2
2012,Concho,9-Midland,5,18,0.278
2012,Crane,9-Midland,4,11,0.364
2012,Crockett,9-Midland,2,12,0.167
2012,Dawson,9-Midland,11,104,0.106
2012,Ector,9-Midland,92,575,0.16
2012,Gaines,9-Midland,4,32,0.125
2012,Glasscock,9-Midland,0,4,0
2012,Howard,9-Midland,42,259,0.162
2012,Irion,9-Midland,0,3,0
2012,Kimble,9-Midland,5,41,0.122
2012,Martin,9-Midland,2,24,0.083
2012,Mason,9-Midland,0,21,0
2012,McCulloch,9-Midland,11,77,0.143
2012,Menard,9-Midland,1,19,0.053
2012,Midland,9-Midland,54,359,0.15
2012,Pecos,9-Midland,9,65,0.138
2012,Reagan,9-Midland,0,7,0
2012,Reeves,9-Midland,12,65,0.185
2012,Schleicher,9-Midland,3,18,0.167
2012,Sterling,9-Midland,0,2,0
2012,Sutton,9-Midland,4,15,0.267
2012,Terrell,9-Midland,0,3,0
2012,Tom Green,9-Midland,263,1092,0.241
2012,Upton,9-Midland,3,18,0.167
2012,Ward,9-Midland,8,54,0.148
2012,Winkler,9-Midland,5,31,0.161
2012,Brewster,10-El Paso,16,67,0.239
2012,Culberson,10-El Paso,1,8,0.125
2012,El Paso,10-El Paso,407,2856,0.143
2012,Hudspeth,10-El Paso,3,12,0.25
2012,Jeff Davis,10-El Paso,1,8,0.125
2012,Presidio,10-El Paso,1,29,0.034
2012,Aransas,11-Edinburg,43,144,0.299
2012,Bee,11-Edinburg,20,133,0.15
2012,Brooks,11-Edinburg,8,51,0.157
2012,Cameron,11-Edinburg,189,1407,0.134
2012,Duval,11-Edinburg,2,43,0.047
2012,Hidalgo,11-Edinburg,341,2205,0.155
2012,Jim Hogg,11-Edinburg,3,28,0.107
2012,Jim Wells,11-Edinburg,25,194,0.129
2012,Kleberg,11-Edinburg,11,116,0.095
2012,Live Oak,11-Edinburg,5,34,0.147
2012,McMullen,11-Edinburg,1,2,0.5
2012,Nueces,11-Edinburg,269,1673,0.161
2012,Refugio,11-Edinburg,1,22,0.045
2012,San Patricio,11-Edinburg,57,304,0.188
2012,Starr,11-Edinburg,18,171,0.105
2012,Webb,11-Edinburg,87,589,0.148
2012,Willacy,11-Edinburg,17,115,0.148
2012,Zapata,11-Edinburg,8,43,0.186
2012,Out of State,Out of State,2,34,0.059
2012,None Specified,None Specified,2,7,0.286
